Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2013-11-27,178.94704091803865,180.0065241196714,176.98699275154047,177.55911254882812,11421820,0.0,0.0
2013-11-28,178.65037056489214,181.4686053604439,178.65037056489214,179.67807006835938,12546701,0.0,0.0
2013-11-29,180.31375743482178,181.48978052834556,179.81578539927366,180.79051208496094,9884161,0.0,0.0
2013-12-02,180.7481560067116,182.85654199766444,180.5998323196334,181.2355194091797,7221751,0.0,0.0
2013-12-03,181.1719430687236,183.3968689884321,180.25018905519613,182.634033203125,9184625,0.0,0.0
2013-12-04,182.42215452431188,183.82067746166175,180.7905373582742,181.3944549560547,8761077,0.0,0.0
2013-12-05,184.77420788762197,185.83370528785392,183.9372243199875,184.56231689453125,12534404,0.0,0.0
2013-12-06,184.38219044593245,185.3357281058936,182.48570967456692,183.65113830566406,7301066,0.0,0.0
2013-12-09,186.91435679187117,188.1645418014985,185.6641576373193,186.2468719482422,12704841,0.0,0.0
2013-12-10,186.15155503773565,188.31291404585295,186.15155503773565,187.45472717285156,8718563,0.0,0.0
2013-12-11,186.99913560754453,187.51828268989556,184.88016907916702,187.02032470703125,4977570,0.0,0.0
2013-12-12,186.04558381821644,186.46937992093495,183.92661744954904,184.39279174804688,5690033,0.0,0.0
2013-12-13,183.7147193721116,183.94781360276346,181.73348206373663,183.22735595703125,8926111,0.0,0.0
2013-12-16,182.23145400127615,182.70822290356293,178.67158613183418,179.0635986328125,10046119,0.0,0.0
2013-12-17,179.83700964751208,180.72696590998947,177.30482756254432,177.823974609375,10089421,0.0,0.0
2013-12-18,177.82400507147983,183.04727422653832,177.82400507147983,182.2208709716797,12009855,0.0,0.0
2013-12-19,183.16381649488213,183.16381649488213,178.77754509261192,180.97068786621094,13450539,0.0,0.0
2013-12-20,184.77420850903505,190.28354408703555,182.67643109067745,189.67962646484375,20508621,0.0,0.0
2013-12-23,190.49544940705997,192.6144160841549,188.58837373970363,189.91273498535156,16191974,0.0,0.0
2013-12-24,189.96568325028488,191.7668131805975,189.66902172996473,190.29412841796875,7306775,0.0,0.0
2013-12-26,189.54186796323634,190.70729653850913,186.91434932238587,188.06918334960938,14619868,0.0,0.0
2013-12-27,188.29170053562848,189.41475102327254,185.8125053366277,186.22569274902344,7744563,0.0,0.0
2013-12-30,186.68126904236274,188.55656076663993,185.5900022220526,187.97384643554688,10315527,0.0,0.0
2013-12-31,188.16452824197503,190.3364812469852,187.97382638320886,189.690185546875,5706010,0.0,0.0
2014-01-01,190.16697531841217,190.33650224538601,188.07979260973613,188.33407592773438,5849398,0.0,0.0
2014-01-02,188.1009984891129,189.85975033947824,184.37161793684353,185.409912109375,6023632,0.0,0.0
2014-01-03,184.68944496313208,185.0602683328614,181.17195558765766,183.1320037841797,12833897,0.0,0.0
2014-01-06,182.67642468165374,182.92011346090413,180.1124730219564,181.16136169433594,13315857,0.0,0.0
2014-01-07,181.08721536121413,182.2208605252506,178.004116375885,178.43850708007812,17311470,0.0,0.0
2014-01-08,178.9258572014233,181.66991623009963,178.9258572014233,179.9111785888672,12726430,0.0,0.0
2014-01-09,180.2078609827608,180.91772422276415,179.0636211314739,180.26083374023438,8309185,0.0,0.0
2014-01-10,179.76282947874256,185.68535198143564,179.68866763733797,181.8394317626953,14839980,0.0,0.0
2014-01-13,183.97960708776085,187.10508418302723,183.9266343381726,186.5541534423828,12058586,0.0,0.0
2014-01-14,186.15153021567133,187.43351307902495,184.86956149724296,186.7872314453125,12075547,0.0,0.0
2014-01-15,187.46530356101596,189.64783731357366,186.68127861683803,187.6242218017578,12660424,0.0,0.0
2014-01-16,188.3128733304159,189.28760004717148,186.90375599587534,187.7725372314453,18038361,0.0,0.0
2014-01-17,188.40823971402043,190.05043724183875,186.52235341456733,187.47589111328125,15463211,0.0,0.0
2014-01-20,187.93146885344964,188.37645405108233,183.52400921754386,184.2974395751953,16576057,0.0,0.0
2014-01-21,184.91195675677793,185.11325320628717,182.65524688764717,182.87774658203125,9806364,0.0,0.0
2014-01-22,182.97310205788827,185.48408118851162,181.8394568927568,184.8695831298828,8517726,0.0,0.0
2014-01-23,182.35857263504948,184.62586257535676,182.35857263504948,183.46043395996094,13767334,0.0,0.0
2014-01-24,182.65520593752623,185.33571134959828,182.46450408074531,183.85243225097656,11879019,0.0,0.0
2014-01-27,181.38386431311633,182.40096935401618,178.06767130823877,178.66098022460938,12345838,0.0,0.0
2014-01-28,179.4767894914877,181.38386498648623,178.56562994210609,179.02120971679688,11573795,0.0,0.0
2014-01-29,180.0700865323074,180.64220631408372,176.93401520890583,177.27304077148438,12374165,0.0,0.0
2014-01-30,176.17117763042657,176.69032466282573,174.22172408551745,174.81503295898438,14102043,0.0,0.0
2014-01-31,175.23881879760177,176.60555793778408,175.05871147983453,176.11819458007812,11038353,0.0,0.0
2014-02-03,175.06930895255024,175.83213057370233,173.63900249985028,173.94625854492188,8227762,0.0,0.0
2014-02-04,172.59014091660842,175.1646872760581,172.30407392336892,174.08401489257812,12362252,0.0,0.0
2014-02-05,173.77673972880228,174.073401239423,170.97970812761744,173.17283630371094,11298451,0.0,0.0
2014-02-06,173.75558255794058,174.62436400696217,171.24460331229724,172.876220703125,10826505,0.0,0.0
