Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2002-08-12 00:00:00+05:30,25.19408466760156,26.023587512276457,25.19408466760156,25.828411102294922,212976,0.0,0.0
2002-08-13 00:00:00+05:30,25.86092668874816,26.275677896154406,25.29166100692037,25.47870445251465,153576,0.0,0.0
2002-08-14 00:00:00+05:30,25.535637496696634,25.535637496696634,23.24230855045087,23.72212028503418,822776,0.0,0.0
2002-08-15 00:00:00+05:30,23.72212028503418,23.72212028503418,23.72212028503418,23.72212028503418,0,0.0,0.0
2002-08-16 00:00:00+05:30,23.60013369699345,24.722399524806704,23.258573237153673,23.665191650390625,811856,0.0,0.0
2002-08-19 00:00:00+05:30,23.860374190264395,23.860374190264395,22.86009362659314,23.079666137695312,205880,0.0,0.0
2002-08-20 00:00:00+05:30,23.24230855045087,25.19407702153596,23.087794042850355,23.72212028503418,3773624,0.0,0.0
2002-08-21 00:00:00+05:30,25.031425717520356,25.503104513032085,23.76277839600982,24.88504409790039,3011064,0.0,0.0
2002-08-22 00:00:00+05:30,25.706415084048945,27.04825576958157,25.5762967030309,25.958518981933594,6732480,0.0,0.0
2002-08-23 00:00:00+05:30,26.1862330616842,28.381973101017966,25.869071107918714,27.519941329956055,4841672,0.0,0.0
2002-08-26 00:00:00+05:30,27.959082366782972,28.13799546942495,27.202773076655046,27.422348022460938,2576912,0.0,0.0
2002-08-27 00:00:00+05:30,27.650053582112243,28.78858520019922,26.51152196402527,26.739227294921875,3694224,0.0,0.0
2002-08-28 00:00:00+05:30,26.657907615248185,27.064526111403907,26.21062726947689,26.763629913330078,1674960,0.0,0.0
2002-08-29 00:00:00+05:30,26.60098251486779,27.243439242433364,26.511525949353064,26.763629913330078,1236544,0.0,0.0
2002-08-30 00:00:00+05:30,26.844954501004633,29.357856394051915,26.83682163445189,28.658472061157227,3762384,0.0,0.0
2002-09-02 00:00:00+05:30,29.113872613799703,29.910843552965304,28.65845958493307,28.95122528076172,2389568,0.0,0.0
2002-09-03 00:00:00+05:30,29.113870190288303,29.235855679912415,27.32474967580131,27.593116760253906,986784,0.0,0.0
2002-09-04 00:00:00+05:30,27.243433423049318,28.46328865094705,26.926271560156273,28.194921493530273,1449856,0.0,0.0
2002-09-05 00:00:00+05:30,29.056948606251275,29.18706698494677,27.650049996222943,28.024139404296875,1061360,0.0,0.0
2002-09-06 00:00:00+05:30,28.13799351699189,28.13799351699189,26.682300129091683,26.983196258544922,907472,0.0,0.0
2002-09-09 00:00:00+05:30,25.698288080346494,27.77204233999471,25.698288080346494,26.63351058959961,880848,0.0,0.0
2002-09-10 00:00:00+05:30,26.63351058959961,26.63351058959961,26.63351058959961,26.63351058959961,0,0.0,0.0
2002-09-11 00:00:00+05:30,26.779888703565696,27.78017152658042,26.779888703565696,27.30849266052246,635936,0.0,0.0
2002-09-12 00:00:00+05:30,27.64193280069071,28.121742267415133,27.259712793755654,27.44675636291504,781968,0.0,0.0
2002-09-13 00:00:00+05:30,26.487127877162738,27.471142579782864,26.43833316486535,26.666038513183594,338264,0.0,0.0
2002-09-16 00:00:00+05:30,26.91815575915584,27.06453748657491,25.942270958219677,26.145580291748047,288592,0.0,0.0
2002-09-17 00:00:00+05:30,26.61725680062807,27.080803071143773,26.527802679829755,26.910022735595703,462952,0.0,0.0
2002-09-18 00:00:00+05:30,26.75548701418577,26.8368106829219,25.860926658088374,26.080501556396484,315432,0.0,0.0
2002-09-19 00:00:00+05:30,25.860933303833008,26.722964910321185,25.53563854529423,25.860933303833008,490848,0.0,0.0
2002-09-20 00:00:00+05:30,24.93384205641552,25.81213685250297,24.82811977794081,25.438047409057617,501072,0.0,0.0
2002-09-23 00:00:00+05:30,25.616954152177023,25.682012090636647,24.901306901916076,25.00702667236328,248504,0.0,0.0
2002-09-24 00:00:00+05:30,24.917585409182045,24.917585409182045,23.892906119055702,24.16127586364746,267912,0.0,0.0
2002-09-25 00:00:00+05:30,23.60014700873497,24.55976601252974,23.421233813273393,24.348323822021484,379544,0.0,0.0
2002-09-26 00:00:00+05:30,24.852519129795112,25.12088630294584,24.559753361574888,24.730533599853516,178136,0.0,0.0
2002-09-27 00:00:00+05:30,24.649209459734333,25.372989761044778,24.649209459734333,25.031429290771484,206288,0.0,0.0
2002-09-30 00:00:00+05:30,24.649207472132204,25.031427272348857,23.60013251488827,24.120603561401367,202232,0.0,0.0
2002-10-01 00:00:00+05:30,24.23446311840249,24.559757925360916,23.502549802746042,23.917301177978516,240192,0.0,0.0
2002-10-02 00:00:00+05:30,23.917301177978516,23.917301177978516,23.917301177978516,23.917301177978516,0,0.0,0.0
2002-10-03 00:00:00+05:30,24.23445490653941,25.860928390199774,24.23445490653941,24.559749603271484,673264,0.0,0.0
2002-10-04 00:00:00+05:30,24.885050309767138,24.958241137847192,24.153137065362223,24.405241012573242,258296,0.0,0.0
2002-10-07 00:00:00+05:30,24.567882477154463,24.72239696180543,24.088073295637635,24.29951286315918,110976,0.0,0.0
2002-10-08 00:00:00+05:30,24.372718867749033,25.194086420304,24.234467556751113,24.958248138427734,227352,0.0,0.0
2002-10-09 00:00:00+05:30,25.047699733769594,25.446185369537268,24.11247717877495,24.32391929626465,277040,0.0,0.0
2002-10-10 00:00:00+05:30,25.047708383639602,25.047708383639602,23.835985325077424,24.348323822021484,173224,0.0,0.0
2002-10-11 00:00:00+05:30,25.031432606891688,25.33233127446173,24.79559438512713,24.860654830932617,192536,0.0,0.0
2002-10-14 00:00:00+05:30,25.32419450196443,25.372989208340844,24.445899714396454,24.681737899780273,152744,0.0,0.0
2002-10-15 00:00:00+05:30,24.681737899780273,24.681737899780273,24.681737899780273,24.681737899780273,0,0.0,0.0
2002-10-16 00:00:00+05:30,27.828966556730474,27.828966556730474,24.576019091621216,24.730533599853516,247760,0.0,0.0
2002-10-17 00:00:00+05:30,24.88504810808581,24.88504810808581,24.413371718365756,24.730533599853516,144512,0.0,0.0
2002-10-18 00:00:00+05:30,25.21034523292824,25.974787462985624,24.90944657129822,25.251007080078125,512312,0.0,0.0
